Name,Pathway,Protein,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Condition,Significance,RPKM,Process,Direction
SGL_RS02535,NA,NA,29.5426261511621,-0.250532933127023,0.326377183522987,-0.7676177924655,0.4427142886848,0.582008123200412,pmgA,No,19.7319248535498,No annotation,None
SGL_RS02650,NA,NA,3.25910853651092,-0.062684841918454,0.940551065330513,-0.066646930963207,0.946862783268626,0.967530525129756,pmgA,No,2.65900828838234,No annotation,None
SGL_RS02830,NA,NA,12.3426759794705,-0.548009252909501,0.484237983658361,-1.13169406656073,0.257763076930502,0.389716539387492,pmgA,No,8.23151991940338,No annotation,None
SGL_RS02945,NA,NA,44.084745798468,0.355785221321259,0.274871250440894,1.29437043979892,0.195537496095671,0.317871933248773,pmgA,No,42.6032398937877,No annotation,None
SGL_RS03050,NA,NA,7.37187698494819,0.179093614528442,0.630313333374748,0.284134263144268,0.776307490358671,0.853557095793654,pmgA,No,5.61298087538626,No annotation,None
SGL_RS03610,NA,NA,311.004883238599,-0.781366279907912,0.128576283659733,-6.07706380731718,1.22403066711149E-09,2.18780026813513E-08,pmgA,No,180.015810093105,No annotation,None
SGL_RS03715,NA,NA,61.6327216199659,-0.199383047085484,0.232374898407461,-0.858023170540015,0.390879669144902,0.532047365039927,pmgA,No,39.1058723715874,No annotation,None
SGL_RS03835,NA,NA,5.35096713703199,-1.89719322839554,0.845005810115909,-2.24518364925243,0.024756345322788,0.061660156562075,pmgA,No,1.90164599834599,No annotation,None
SGL_RS04045,NA,NA,0.666608636400999,-1.48784484817945,2.04127694183106,-0.728879466421069,0.466075396219346,0.604190779201562,pmgA,No,0.239374422674008,No annotation,None
SGL_RS04135,NA,NA,18.9354724577267,-1.06686449756505,0.412665231809336,-2.58530260203256,0.009729356643896,0.028409400299298,pmgA,Yes,7.024427779442,No annotation,Down
SGL_RS04270,NA,NA,14.2495028666744,0.004228212110736,0.449501839220113,0.009406440067236,0.992494857375629,0.995688101342393,pmgA,No,10.5993684102216,No annotation,None
SGL_RS05145,NA,NA,87.314400192966,0.290964202598836,0.198196115432239,1.46806208569872,0.14208735915018,0.247830046344252,pmgA,No,80.148114973562,No annotation,None
SGL_RS05265,NA,NA,11.7521425421631,-0.063471551826335,0.487685064005195,-0.130148648197393,0.896448821708185,0.936402709570621,pmgA,No,9.54268021411597,No annotation,None
SGL_RS05335,NA,NA,655.509541294943,0.082689267815939,0.119483704049492,0.692054774111185,0.488902931783965,0.624350583620135,pmgA,No,430.164847385076,No annotation,None
SGL_RS05515,NA,NA,242.659864503389,0.350599858234419,0.148282212128017,2.36440941366409,0.018058843151923,0.047481609149077,pmgA,No,227.428746268387,No annotation,None
SGL_RS05610,NA,NA,157.535175648894,0.027049854384789,0.158284105649673,0.17089431862892,0.864306864025703,0.916077266183576,pmgA,No,109.45165029923,No annotation,None
SGL_RS05695,NA,NA,2920.26514552493,0.008283656453302,0.097666915580235,0.08481537892427,0.932408166983492,0.959242006672842,pmgA,No,1606.1614472211,No annotation,None
SGL_RS06155,NA,NA,38.9103947222957,0.152286751234111,0.287099464892143,0.530432027420607,0.595812425167046,0.716473045418341,pmgA,No,26.0503110313014,No annotation,None
SGL_RS06400,NA,NA,41.1290317821006,-0.365347103740695,0.286344831286028,-1.27589906931392,0.201991200120347,0.324782761120358,pmgA,No,24.5107508019155,No annotation,None
SGL_RS06465,NA,NA,2.19594711926279,-1.19166498160474,1.19741456692297,-0.995198333578821,0.319639812124246,0.459322252289716,pmgA,No,1.00090716044487,No annotation,None
SGL_RS06830,NA,NA,204.946479828918,0.858507508795489,0.147471946133626,5.82149711388215,5.83228128811137E-09,8.93525691715418E-08,pmgA,No,186.157509701077,No annotation,None
SGL_RS06910,NA,NA,66.7352679489255,-0.01356555884064,0.22008293601711,-0.061638394534981,0.950850800640637,0.969758208491993,pmgA,No,43.8562719541928,No annotation,None
SGL_RS06990,NA,NA,2348.91250143523,0.014947872212336,0.085189474198502,0.175466187025702,0.860713337413721,0.912815253553239,pmgA,No,2033.68362834678,No annotation,None
SGL_RS07080,NA,NA,107.237213430612,-0.66821542178201,0.181484161892811,-3.68194896355019,0.000231457752188,0.001192327489071,pmgA,No,54.9658168585361,No annotation,None
SGL_RS07210,NA,NA,3.00432219751189,0.249148840544508,1.02310993032795,0.243521085231422,0.807601753003299,0.874987960776686,pmgA,No,2.56962351173387,No annotation,None
SGL_RS07220,NA,NA,46.3447401187282,-0.275016873267532,0.276360793416255,-0.995137081016054,0.319669598019093,0.459322252289716,pmgA,No,37.465020063657,No annotation,None
SGL_RS07255,NA,NA,4.59906397832652,0.002085789711495,0.79203276189087,0.002633463932118,0.997898802215813,0.999020296663491,pmgA,No,3.50818002127661,No annotation,None
SGL_RS07500,NA,NA,9.38357136867753,0.534346608253701,0.551887317723701,0.968216864373061,0.332936074175833,0.47357747850011,pmgA,No,7.92898677395276,No annotation,None
SGL_RS07515,NA,NA,61.4665033148401,-0.098600418810036,0.242603695890803,-0.406425872647945,0.684429712657392,0.784898494197833,pmgA,No,34.668399120144,No annotation,None
SGL_RS07525,NA,NA,100.038343250232,0.22537361522119,0.188341316448299,1.19662334038669,0.231453398846339,0.360525342657216,pmgA,No,74.1817012299364,No annotation,None
SGL_RS07555,NA,NA,44.1059412781443,-0.364166040788912,0.28696323244202,-1.26903379812774,0.204429009868506,0.327808910704415,pmgA,No,34.2704161819304,No annotation,None
SGL_RS07745,NA,NA,11.3533110601833,0.194307308653084,0.52859245353893,0.367593800010187,0.71317613851152,0.808952036600086,pmgA,No,10.5192473864093,No annotation,None
SGL_RS08050,NA,NA,184.462160525775,0.68475668443982,0.150866166972647,4.53883530138318,5.65657943169051E-06,4.53937292715481E-05,pmgA,No,316.478798578393,No annotation,None
SGL_RS08185,NA,NA,81.7451933975363,0.422034166211571,0.205830502536324,2.05039661765919,0.040325742990043,0.09066887194521,pmgA,No,61.170362255196,No annotation,None
SGL_RS08305,NA,NA,23.6210450964771,-0.316444037366523,0.352535330653374,-0.897623613440501,0.369386245665145,0.511761332836274,pmgA,No,11.4272278161663,No annotation,None
SGL_RS08685,NA,NA,68.1953371493233,-0.81271527761266,0.241900250698084,-3.35971242389083,0.000780236428263,0.003399256050152,pmgA,No,39.7458682968851,No annotation,None
SGL_RS08740,NA,NA,59.0696043689749,-0.380960645512366,0.245490185551969,-1.55183656183974,0.12070133517176,0.217053874579705,pmgA,No,41.3055473690787,No annotation,None
SGL_RS08760,NA,NA,21.3329495659804,0.277564960088638,0.367226739236328,0.755840821030224,0.449744638778224,0.588187412553716,pmgA,No,21.2432379414019,No annotation,None
SGL_RS09120,NA,NA,192.27198187314,0.219467416798757,0.177612102595346,1.23565575538943,0.216586550303401,0.34326009920454,pmgA,No,155.924772456675,No annotation,None
SGL_RS09300,NA,NA,314.710461437934,0.407840287569402,0.1297569609447,3.14310912185448,0.001671635096774,0.006489446072388,pmgA,No,249.595271494499,No annotation,None
SGL_RS09355,NA,NA,79.0898292909537,0.133486256027418,0.203910719310302,0.654630891788896,0.512705429694257,0.642743363686849,pmgA,No,73.7397121991833,No annotation,None
SGL_RS09450,NA,NA,182.73359512002,0.07571732323352,0.151328222299845,0.500351633573622,0.616827503243568,0.733272601269394,pmgA,No,117.250853453194,No annotation,None
SGL_RS09525,NA,NA,46.2049057635217,-0.578667575070542,0.261582541980003,-2.21217964582201,0.026954254653406,0.0661519467534,pmgA,No,24.5301131143759,No annotation,None
SGL_RS09615,NA,NA,12.559435448066,-0.433971714944309,0.481716318377379,-0.900886472781546,0.36764868423097,0.510438875438761,pmgA,No,6.06711682871637,No annotation,None
SGL_RS09770,NA,NA,11.4877987471032,-0.241309509479279,0.501560333699954,-0.481117610914654,0.630432912249061,0.743430628075647,pmgA,No,6.25949348969943,No annotation,None
SGL_RS09995,NA,NA,2.53609662887109,0.213487564420573,1.04146912817376,0.204986934941536,0.83758233268961,0.894718948200582,pmgA,No,2.46427183883512,No annotation,None
SGL_RS10120,NA,NA,74.7979245648449,0.176300669186895,0.249523244145188,0.706550084305222,0.479846117876605,0.616173951801634,pmgA,No,46.3087597185257,No annotation,None
SGL_RS10170,NA,NA,1.13273590914595,0.368104057155297,1.58854513718832,0.231724014973116,0.816752377750121,0.879101783715839,pmgA,No,0.990858452606321,No annotation,None
SGL_RS10635,NA,NA,101.854445512855,-0.361488887976653,0.184822590692761,-1.9558696078315,0.050480516377869,0.10933326038022,pmgA,No,56.8058094231458,No annotation,None
SGL_RS10810,NA,NA,114.453841579661,-0.352725383375823,0.184017161682957,-1.91680699859686,0.055262455511077,0.117391254534035,pmgA,No,56.8367452124483,No annotation,None
SGL_RS10845,NA,NA,15.3845105839619,0.293754588477726,0.448180905665378,0.655437535969125,0.512186090940207,0.642319835519983,pmgA,No,11.1278284082859,No annotation,None
SGL_RS11050,NA,NA,139.006557814649,-0.289562002947074,0.170812021514961,-1.69520857126389,0.090035861507963,0.173738775287175,pmgA,No,77.9991830878853,No annotation,None
SGL_RS11570,NA,NA,58.7870912525947,0.403732470608338,0.232553918727579,1.73608113257074,0.082549489946327,0.161941599179629,pmgA,No,28.1573144575259,No annotation,None
SGL_RS11670,NA,NA,44.9893550703214,0.262480295308682,0.2802367414742,0.93663769400076,0.348944955705326,0.488302174077164,pmgA,No,30.771032610457,No annotation,None
SGL_RS11705,NA,NA,84.9568644310597,-0.193294641044826,0.20043193846771,-0.964390418625654,0.334850224084572,0.474963905024169,pmgA,No,56.6798957891772,No annotation,None
SGL_RS11715,NA,NA,78.4221678028585,-0.067824502738541,0.233854631974368,-0.290028476947058,0.771794451997849,0.850632377957144,pmgA,No,43.698160376314,No annotation,None
SGL_RS12075,NA,NA,8.90880088415719,-0.342156061460311,0.583963409213189,-0.585920377993066,0.557929022485144,0.683931697462738,pmgA,No,6.86422794894366,No annotation,None
SGL_RS12185,NA,NA,45.4416579465802,-0.208808125429028,0.268988007974232,-0.776272990761099,0.437587817000746,0.577198391489243,pmgA,No,30.0551105366516,No annotation,None
SGL_RS12275,NA,NA,1157.44048520016,1.6859466264245,0.453333662145705,3.71899721376223,0.000200015257868,0.001039433182959,pmgA,Yes,1164.16358809524,No annotation,Up
SGL_RS12405,NA,NA,6.83720952258858,0.545434270010108,0.661419635325754,0.824641786967025,0.409574990141759,0.550716523598665,pmgA,No,6.19585105880569,No annotation,None
SGL_RS12670,NA,NA,19.2865742646999,-0.004348367934951,0.389288861521301,-0.011170029160243,0.991087791518419,0.995588899853444,pmgA,No,13.8651996964224,No annotation,None
SGL_RS12685,NA,NA,6.94228250614574,0.134403598235266,0.644783994850268,0.208447479014234,0.834879587506352,0.893258357319386,pmgA,No,6.50141437194794,No annotation,None
SGL_RS12715,NA,NA,91.6515538067282,-0.367712834176217,0.19117487120487,-1.92343707025262,0.054425182541431,0.116170519308882,pmgA,No,51.1514529688042,No annotation,None
SGL_RS12780,NA,NA,17.4521332572829,-0.032822517723487,0.408414756778835,-0.08036565079665,0.935946445205289,0.960648048022482,pmgA,No,14.0769865039929,No annotation,None
SGL_RS12960,NA,NA,82.3345719049423,-0.146944054353647,0.201813687774879,-0.728117383780041,0.466541733271662,0.604352560047003,pmgA,No,47.1190060196287,No annotation,None
SGL_RS12980,NA,NA,65.2068201219664,-0.66569100337901,0.231166219727887,-2.8797070963163,0.003980447795243,0.013665154238896,pmgA,No,40.6876785448447,No annotation,None
SGL_RS13645,NA,NA,11.3566055688139,-0.707177175108992,0.504982021116372,-1.40040069851521,0.161393360974317,0.273287609802922,pmgA,No,6.68538216632651,No annotation,None
SGL_RS13755,NA,NA,10.2403387788839,0.56897386277365,0.543265277369914,1.04732234227852,0.294950934910384,0.432945399688034,pmgA,No,7.64668373621316,No annotation,None
SGL_RS13760,NA,NA,116.865645865114,0.354228715049049,0.173871944136248,2.03729656793549,0.041620331568626,0.092897564663108,pmgA,No,72.775604930524,No annotation,None
SGL_RS14020,NA,NA,80.6719896434226,0.324591819192041,0.204654893195913,1.58604475135278,0.112729158309017,0.206602015150498,pmgA,No,71.8295440327956,No annotation,None
SGL_RS14230,NA,NA,105.367378603642,0.261445620736299,0.194073086073677,1.34715032375507,0.177931823270769,0.295332507004774,pmgA,No,84.1312843036776,No annotation,None
SGL_RS14355,NA,NA,544.479596909352,-0.53236573714857,0.116404661602564,-4.57340565076515,4.79859813471481E-06,3.91897344387749E-05,pmgA,No,395.693039314924,No annotation,None
SGL_RS14410,NA,NA,1.02478889693373,0.960607293503196,1.75556602665959,0.547178106044233,0.584256376155768,0.706417258358477,pmgA,No,0.831266522760906,No annotation,None
SGL_RS14515,NA,NA,8.68845564831852,-0.475526594655325,0.585342891290694,-0.812389800458289,0.416567996924553,0.557651077384075,pmgA,No,6.61912765947105,No annotation,None
SGL_RS14615,NA,NA,53.0814365413464,0.253735971697252,0.243557706053085,1.04178995528045,0.297509072161056,0.435977062682392,pmgA,No,36.344039672899,No annotation,None
SGL_RS14650,NA,NA,250.000168327904,0.011811235581991,0.142120314251171,0.083107299925587,0.933766221427762,0.959385035816947,pmgA,No,189.477351293263,No annotation,None
SGL_RS14715,NA,NA,102.688255760476,0.385489750907318,0.188418781277193,2.04591998894316,0.040764243344808,0.091422469706764,pmgA,No,90.1485689869974,No annotation,None
SGL_RS14730,NA,NA,36.9616381767218,-0.427851164992357,0.306884164416227,-1.3941780469717,0.163263845491615,0.275007496047038,pmgA,No,21.1566825111129,No annotation,None
SGL_RS14895,NA,NA,440.551560482376,1.04902357598349,0.190406856742844,5.50937919951201,3.60101418072189E-08,4.68529014175543E-07,pmgA,Yes,423.017305504373,No annotation,Up
SGL_RS15090,NA,NA,11.1224334650843,0.07804525929593,0.512601159170009,0.152253380429922,0.878987093179817,0.924855545326137,pmgA,No,10.2609836394123,No annotation,None
SGL_RS15475,NA,NA,8.04436031693867,0.380227669460145,0.597066262159897,0.636826586189387,0.524237806569835,0.651203087908265,pmgA,No,5.28254284055414,No annotation,None
SGL_RS15690,NA,NA,18.9891495331863,0.014070586122852,0.402002328280108,0.035001255298821,0.972078739904239,0.982224299176739,pmgA,No,12.9577787508625,No annotation,None
SGL_RS15850,NA,NA,1.37978708247052,1.61956220046486,1.55920559015862,1.03870984730121,0.29893970001385,0.437168429069841,pmgA,No,1.61921891770246,No annotation,None
SGL_RS15855,NA,NA,35.9941793616865,-0.111843882336402,0.295919290796567,-0.377954009133152,0.70546475953736,0.803294653797529,pmgA,No,31.3059268239301,No annotation,None
SGL_RS15990,NA,NA,11.9043602352499,0.799889903238203,0.503463813860911,1.58877337599318,0.112111566140792,0.205896643784257,pmgA,No,8.67921172964382,No annotation,None
SGL_RS16020,NA,NA,64.0736912128464,-0.223730082607642,0.231251019892681,-0.967477171393538,0.333305548011756,0.473722222656066,pmgA,No,25.0662900637129,No annotation,None
SGL_RS16025,NA,NA,46.2658226996374,-0.046194842615391,0.258198023485194,-0.178912456384625,0.858006441819995,0.910490194183197,pmgA,No,31.2915016103283,No annotation,None
SGL_RS16815,NA,NA,369.60133753757,0.399752467446091,0.122150785380435,3.27261479491167,0.001065575917203,0.004410611895883,pmgA,No,296.20744867983,No annotation,None
SGL_RS16885,NA,NA,9.39779371694793,0.426219899064241,0.561072994320993,0.75965142392934,0.447462972010161,0.586410785602793,pmgA,No,8.05255225207636,No annotation,None
SGL_RS17020,NA,NA,15.1727378844981,-0.437155182695223,0.456699298832494,-0.95720572335619,0.338463428838496,0.478246599053558,pmgA,No,13.3804547419029,No annotation,None
SGL_RS17030,NA,NA,40.9145829860815,-0.618710137197821,0.278922986283376,-2.2182113616453,0.02654042442754,0.065499694594884,pmgA,No,24.0657047290125,No annotation,None
SGL_RS17320,NA,NA,129.990141613442,0.109835024749552,0.180024049923681,0.610113064316214,0.541786913026239,0.669010427494717,pmgA,No,88.3812631551995,No annotation,None
SGL_RS17435,NA,NA,0.134219559122283,0.955310289249919,4.0804728567969,0.234117545386595,0.814893725156566,0.877635086223094,pmgA,No,0.317206253776154,No annotation,None
SGL_RS17525,NA,NA,102.187782538762,-0.680072169474828,0.192894225955433,-3.52562222174527,0.000422489174836,0.002020525932085,pmgA,No,48.831018554686,No annotation,None
SGL_RS17705,NA,NA,59.6084726296085,0.299992853295534,0.246110086890402,1.21893765950815,0.222867854649117,0.350975304541411,pmgA,No,47.275107380499,No annotation,None
SGL_RS17710,NA,NA,70.248266180821,0.180648029900988,0.230155013110254,0.784897219746633,0.432513832283183,0.571784255678067,pmgA,No,58.0721748670748,No annotation,None
SGL_RS17730,NA,NA,27.9357235981758,-0.775993102900505,0.35237040223679,-2.20220852255078,0.027650582327308,0.0676087414718,pmgA,No,14.7636519529161,No annotation,None
SGL_RS17745,NA,NA,10.4737134100446,0.060784140741047,0.516534028140756,0.117676934005368,0.906323643769537,0.942544629826739,pmgA,No,8.8537771006783,No annotation,None
SGL_RS17770,NA,NA,0.839720510097871,-0.59548807146588,1.81477826428142,-0.328132688817314,0.742811338964335,0.83094930085169,pmgA,No,0.303387457908086,No annotation,None
SGL_RS17855,NA,NA,10.4966416108563,0.048046636275633,0.51810899902783,0.092734610604692,0.926114400187973,0.955183310124931,pmgA,No,7.9860843130163,No annotation,None
SGL_RS17870,NA,NA,13.7870692513179,0.600251044538778,0.454038029674911,1.32202812387446,0.186158786033179,0.305856984109295,pmgA,No,12.6205482734728,No annotation,None
SGL_RS17910,NA,NA,64.7821797955558,0.212397135437407,0.225756723888377,0.940823076181886,0.346795533177971,0.486730246484596,pmgA,No,47.7647252997121,No annotation,None
SGL_RS17940,NA,NA,52.5214586249788,0.438634594497415,0.249734316977978,1.75640496590661,0.079019285531496,0.156228632120651,pmgA,No,41.9412415199706,No annotation,None
SGL_RS18125,NA,NA,0.339065730508206,1.86397297909236,2.79925159091333,0.665882618462384,0.505486131252019,0.637693021335343,pmgA,No,0.412200044106128,No annotation,None
SGL_RS18150,NA,NA,24.9277450488977,-1.03676988206765,0.359864873246087,-2.88099772760724,0.00396418498541,0.013654120668364,pmgA,Yes,13.8424730363737,No annotation,Down
SGL_RS18265,NA,NA,4.03152138259679,0.017928572951465,0.840990178383201,0.021318409432477,0.982991658572516,0.989703408161631,pmgA,No,3.62884881767541,No annotation,None
SGL_RS18360,NA,NA,52.2977551544489,0.131875274124851,0.250236675956527,0.527002181517792,0.598192073553088,0.718093658150305,pmgA,No,40.5491159265397,No annotation,None
SGL_RS18405,NA,NA,170.86119278832,0.412164461484972,0.159527095544861,2.58366429901601,0.009775689352852,0.028489528588056,pmgA,No,101.546050952696,No annotation,None
SGL_RS18425,NA,NA,291.497647781303,-0.554963875931481,0.142209651001078,-3.90243469430407,9.52299363446186E-05,0.000551585506913,pmgA,No,217.506476091527,No annotation,None
SGL_RS18430,NA,NA,129.795558395856,0.204206209409954,0.171465240936697,1.19094813791062,0.233673945184117,0.363184932809218,pmgA,No,137.443336696077,No annotation,None
SGL_RS18445,NA,NA,3.56200028693658,-0.697106560629324,0.914215175745842,-0.762519130204336,0.445750229990333,0.585338657659154,pmgA,No,2.42171539781741,No annotation,None
SGL_RS18450,NA,NA,43.7866137980477,-0.116082037039778,0.269032750261443,-0.431479204397867,0.66611997019955,0.771662389073563,pmgA,No,21.9931455634768,No annotation,None
SGL_RS18455,NA,NA,30.9564574533876,-0.761506813672153,0.335774200871979,-2.26791341233061,0.023334484702974,0.058986243831305,pmgA,No,12.9128256625556,No annotation,None
SGL_RS18460,NA,NA,15.9531018920269,-1.0341560315063,0.442424586284974,-2.33747414489344,0.019414543787299,0.050538005573606,pmgA,No,7.88367927343525,No annotation,None
SGL_RS18470,NA,NA,4.66136765905333,-0.437844912256379,0.771828011022707,-0.567283003471478,0.570521922683582,0.694941881652846,pmgA,No,2.0609279882821,No annotation,None
SGL_RS18475,NA,NA,72.4939341431357,-0.699889777320462,0.213530690315537,-3.27770109433087,0.001046561544211,0.004336980450776,pmgA,No,26.5215959202447,No annotation,None
SGL_RS18480,NA,NA,3.60038535720045,-0.056210463306452,0.874869590731552,-0.064250105275061,0.948771081538467,0.968753853884776,pmgA,No,3.04490817396006,No annotation,None
SGL_RS18485,NA,NA,16.5656151000177,0.427438000638174,0.421933076530585,1.01304691292006,0.311037753478797,0.451070459695465,pmgA,No,10.4342236599456,No annotation,None
SGL_RS18490,NA,NA,13.8572168699746,-0.903509952306086,0.463908960235354,-1.94760185672575,0.051462621430876,0.11101788755573,pmgA,No,6.85605612741691,No annotation,None
SGL_RS18495,NA,NA,27.6947922247257,-0.429783538668843,0.333021298265965,-1.29055871473301,0.196856739734354,0.319136968355418,pmgA,No,15.1105591062855,No annotation,None
SGL_RS18500,NA,NA,1.7271015120258,-0.416797842634608,1.3120494561351,-0.317669307879879,0.750735794899162,0.835837666980209,pmgA,No,0.764511964181778,No annotation,None
SGL_RS18510,NA,NA,8.9844888523388,-0.729130013964285,0.564971732206535,-1.29056016858865,0.196856235313385,0.319136968355418,pmgA,No,3.83683875980404,No annotation,None
SGL_RS18515,NA,NA,10.3197658592409,-0.39263872201578,0.524085551644069,-0.749188220862154,0.453743767734191,0.591890598603502,pmgA,No,7.51614748023941,No annotation,None
SGL_RS18520,NA,NA,8.51977685190144,0.314238701925996,0.598735861457271,0.524836947566772,0.599696544382475,0.719127063557722,pmgA,No,6.86933415676534,No annotation,None
SGL_RS18525,NA,NA,106.428398429938,0.02782766219926,0.178213630152632,0.156147777111252,0.875916539512954,0.92340441862864,pmgA,No,60.2171695314242,No annotation,None
SGL_RS18530,NA,NA,34.449614474554,-0.575417212664431,0.312254847648106,-1.84278071901351,0.06536103302824,0.134249968593698,pmgA,No,23.8236754879031,No annotation,None
SGL_RS18545,NA,NA,47.0313640330136,-0.444534968015899,0.257977402190597,-1.72315468037573,0.084860556735365,0.166198954226041,pmgA,No,21.3376911784422,No annotation,None
SGL_RS18550,NA,NA,0.134219559122283,0.955310289249919,4.0804728567969,0.234117545386595,0.814893725156566,0.877635086223094,pmgA,No,0.20529635999719,No annotation,None
SGL_RS18560,NA,NA,90.6564518703971,-0.777969914095717,0.199855095244047,-3.89266990238963,9.91470168254824E-05,0.000572400150971,pmgA,No,8.65234093125698,No annotation,None
SGL_RS18565,NA,NA,13.1284740910037,-0.454029196186798,0.475174864720826,-0.955499185449442,0.339325317078014,0.479010506422285,pmgA,No,6.51259395213331,No annotation,None
SGL_RS18585,NA,NA,0,NA,NA,NA,NA,NA,pmgA,No,0,No annotation,None
SGL_RS18590,NA,NA,6.50034264836402,-0.632214005839693,0.658420486144516,-0.960197957298871,0.336955594732408,0.477185213988793,pmgA,No,3.91110151901928,No annotation,None
SGL_RS18595,NA,NA,27.0779779840415,-0.488023069605917,0.333296207829808,-1.46423228990087,0.143130490441925,0.248933703762539,pmgA,No,12.6972224746132,No annotation,None
SGL_RS18600,NA,NA,9.04690594135062,-1.86274171313242,0.642193875786205,-2.9005909015435,0.003724597903946,0.012978656451847,pmgA,Yes,1.52629799132933,No annotation,Down
SGL_RS18605,NA,NA,2.13794027466368,-1.78435118818128,1.27041249550318,-1.40454473999372,0.160156698757965,0.271843912184382,pmgA,No,0.775085444410983,No annotation,None
SGL_RS18610,NA,NA,0,NA,NA,NA,NA,NA,pmgA,No,0,No annotation,None
SGL_RS18615,NA,NA,10.6516629738942,-1.39069833222878,0.550914190907345,-2.52434654104357,0.01159136008359,0.032765034613279,pmgA,Yes,4.40377728259687,No annotation,Down
SGL_RS18620,NA,NA,7.44411536433571,-0.553922076519232,0.630982093432804,-0.877872894150873,0.380012700513999,0.522201291931183,pmgA,No,2.80091837125926,No annotation,None
SGL_RS18625,NA,NA,32.9363905381695,-0.508810942713659,0.311301213272903,-1.63446501658061,0.102161246078839,0.19099241937296,pmgA,No,18.8000444790765,No annotation,None
SGL_RS18630,NA,NA,3.72529944277623,-1.06349785297567,0.930490122710946,-1.14294373150057,0.253061954002669,0.384042133454308,pmgA,No,1.14671977977785,No annotation,None
SGL_RS18635,NA,NA,2.90637717885995,-0.838237068498798,1.00788437299944,-0.831679794780652,0.405589708439832,0.546395880536188,pmgA,No,0.34328511106717,No annotation,None
SGL_RS18650,NA,NA,2270.80866949411,0.479551054423927,0.163225439747664,2.93796760581733,0.003303715417664,0.011691848863111,pmgA,No,3984.8410446284,No annotation,None
